Industry,type,ISIN,Board Composition,Executive Compensation,Shareholder Rights,Audit,GOVERNANCE SCORE,Mean Governance,Board Composition Classification,Executive Compensation Classification,Shareholder Rights Classification,Audit Classification
Semiconductors,Governance,TW0005274005,4.432425022,4.829888821,7.377765179,5.52539444,5.409573078319999,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,US04965B1008,7.708329678,7.198475361,6.947340965,9.769928932,7.73318323144,5.520734919676617,Above Median,Above Median,Leading,Above Median
Semiconductors,Governance,KR7017900002,4.644309044,0.341162622,6.031414032,4.711979866,3.9552864313599994,5.520734919676617,Leading,Below Median,Below Median,Below Median
Semiconductors,Governance,US0545402085,8.362420082,8.206558228,5.527767658,7.41272831,7.49274597176,5.520734919676617,Above Median,Above Median,Below Median,Leading
Semiconductors,Governance,JP3108080007,4.549303055,0.0,7.620788574,9.787671089,5.0327657318,5.520734919676617,Leading,Below Median,Above Median,Above Median
Semiconductors,Governance,US00246W1036,5.449296951,8.352039337,4.530750751,8.933405876,6.48296146364,5.520734919676617,Leading,Above Median,Below Median,Above Median
Semiconductors,Governance,NL0012866412,7.06812048,5.390843868,5.117293835,8.643590927,6.44945096984,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,TW0003031001,3.451748848,4.485352993,7.377765179,5.28219986,4.93492992416,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,US11135F1012,7.600337505,5.993328094,6.69043541,8.984477043,7.21774106964,5.520734919676617,Above Median,Above Median,Leading,Above Median
Semiconductors,Governance,CNE100001XM0,4.952577114,1.834213853,7.086885929,6.839728355,5.01834824552,5.520734919676617,Leading,Below Median,Leading,Leading
Semiconductors,Governance,DE000A1TNMM9,3.193480253,0.0,6.456249714,2.732791185,3.13639941204,5.520734919676617,Below Median,Below Median,Below Median,Below Median
Semiconductors,Governance,US1572101053,6.742772102,7.981429577,5.72464323,7.05381918,6.8454664992,5.520734919676617,Above Median,Above Median,Below Median,Leading
Semiconductors,Governance,TW0003257002,2.955283642,3.507367134,7.377765179,4.088634491,4.3305153848,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,TW0008070004,4.074368954,1.407511473,7.377765179,5.262764931,4.417281608880001,5.520734919676617,Below Median,Below Median,Leading,Below Median
Semiconductors,Governance,TW0006548001,2.169755459,3.40659976,6.819554329,5.77473259,4.159346160999999,5.520734919676617,Below Median,Below Median,Leading,Below Median
Semiconductors,Governance,TW0001597003,4.20681715,4.157322407,7.377765179,5.206467628,5.11591001512,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,CNE100003S06,4.737406731,1.175647974,1.497060299,8.536770821,3.7127997400400004,5.520734919676617,Leading,Below Median,Below Median,Above Median
Semiconductors,Governance,TW0008084005,3.681754351,5.359911442,7.377765179,9.863467216,5.960628709959999,5.520734919676617,Below Median,Above Median,Leading,Above Median
Semiconductors,Governance,TW0006147002,3.998913288,4.52421999,7.377765179,4.710699081,5.049797077199999,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,TW0008150004,4.304457188,5.498659611,7.377765179,7.351605415,5.816203403679999,5.520734919676617,Below Median,Above Median,Leading,Leading
Semiconductors,Governance,US1727551004,7.91437006,8.87985611,5.600254536,7.624628544,7.54434034368,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,GB0001602944,4.571010113,4.4016819,6.574522972,5.758366585,5.20119146356,5.520734919676617,Leading,Leading,Leading,Below Median
Semiconductors,Governance,US19247G1076,6.85950613,8.266676903,4.102401733,9.16508007,6.904413890639999,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,US1925761066,5.6095891,8.253634453,4.196398735,6.766426086,6.09008821488,5.520734919676617,Above Median,Above Median,Below Median,Leading
Semiconductors,Governance,KYG234201138,4.473397732,5.613673687,6.384955406,6.762897491,5.5721577644,5.520734919676617,Below Median,Above Median,Below Median,Leading
Semiconductors,Governance,TW0002466000,3.67380929,3.977888584,7.377765179,9.009882927,5.48950951584,5.520734919676617,Below Median,Leading,Leading,Above Median
Semiconductors,Governance,MYL7204OO000,3.643307686,2.769794464,6.24620676,4.925561905,4.26352096552,5.520734919676617,Below Median,Below Median,Below Median,Below Median
Semiconductors,Governance,JP3487600003,5.193815708,1.248124599,6.0699687,7.505016804,4.82691873528,5.520734919676617,Leading,Below Median,Below Median,Above Median
Semiconductors,Governance,CNE000000X87,5.89922905,2.900609255,7.086885929,5.528864384,5.4053396036,5.520734919676617,Above Median,Below Median,Leading,Below Median
Semiconductors,Governance,TW0003094009,4.373282909,4.675970554,7.377765179,7.288063526,5.63336858732,5.520734919676617,Below Median,Above Median,Leading,Leading
Semiconductors,Governance,KR7000990002,4.327886105,3.388831377,6.819554329,7.648195267,5.23176280996,5.520734919676617,Below Median,Below Median,Leading,Above Median
Semiconductors,Governance,US2545431015,6.493144512,8.178764343,7.840622425,7.022942066,7.305855579199999,5.520734919676617,Above Median,Above Median,Above Median,Leading
Semiconductors,Governance,JP3548600000,4.936318874,4.56997633,7.439785004,7.667894363,5.88628061288,5.520734919676617,Leading,Above Median,Leading,Above Median
Semiconductors,Governance,CNE100001RT7,6.175214767,3.716694832,7.086885929,6.890782356,5.91846187572,5.520734919676617,Above Median,Leading,Leading,Leading
Semiconductors,Governance,TW0003048005,3.683808327,4.568836689,7.377765179,5.563663483,5.0835416033200005,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,TW0002458007,3.253875017,2.820413113,7.377765179,5.376456738,4.47919087428,5.520734919676617,Below Median,Below Median,Leading,Below Median
Semiconductors,Governance,TW0003450003,2.909145355,4.711704731,7.377765179,5.403074741,4.81325706476,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,TW0003006003,3.321537971,5.756680012,7.377765179,4.711979866,5.10193729396,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,DE0005677108,5.871645927,1.651247859,4.211305141,9.343770981,5.01580861068,5.520734919676617,Above Median,Below Median,Below Median,Above Median
Semiconductors,Governance,TW0003529004,2.248294353,5.536536217,7.377765179,5.503339291,4.78935258868,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,TW0003714002,1.87317729,4.665890694,7.377765179,4.931850433,4.3539173032,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,US29362U1043,5.956316471,8.103774071,6.160542488,7.80084753,6.815845508519999,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,KR7039030002,4.486291409,1.182424307,6.819554329,4.711979866,4.2894565584399995,5.520734919676617,Below Median,Below Median,Leading,Below Median
Semiconductors,Governance,TW0003016002,4.19873476,3.937444687,7.377765179,4.874510765,5.00711660384,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,TW0005351001,3.867263556,4.502040386,7.377765179,5.048946857,5.051199712880001,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,KR7084370006,4.520440102,2.516863108,6.031414032,4.360191345,4.37657556552,5.520734919676617,Leading,Below Median,Below Median,Below Median
Semiconductors,Governance,TW0002393006,2.180824041,3.976653099,7.377765179,4.874493599,4.2900760173200005,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,TW0006288004,5.310762882,3.416316986,7.377765179,5.67496109,5.41044813152,5.520734919676617,Leading,Below Median,Leading,Below Median
Semiconductors,Governance,TW0003035002,4.33204031,5.336858273,7.377765179,5.731493473,5.52808309576,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,TW0004961008,3.755818605,4.444242001,7.377765179,5.035065651,4.994986925159999,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,TW0003545000,4.212171555,4.402745724,7.377765179,4.711979866,5.09762115508,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,US3463751087,6.704764843,7.926494598,5.304029465,7.40374136,6.7736397362,5.520734919676617,Above Median,Above Median,Below Median,Leading
Semiconductors,Governance,TW0008131004,3.22501111,4.58712101,7.377765179,7.352422714,5.2089643192,5.520734919676617,Below Median,Above Median,Leading,Leading
Semiconductors,Governance,TW0003532008,3.395088673,4.158430576,7.377765179,9.347579956,5.48653169644,5.520734919676617,Below Median,Leading,Leading,Above Median
Semiconductors,Governance,TW0003413001,4.988838196,4.456234932,7.377765179,4.901921749,5.42044925704,5.520734919676617,Leading,Leading,Leading,Below Median
Semiconductors,Governance,CNE100004PM0,5.046252728,0.918787718,1.497060299,7.380708218,3.5773678210399993,5.520734919676617,Leading,Below Median,Below Median,Leading
Semiconductors,Governance,KYG3790U1040,4.0060606,4.445026398,1.497060299,5.487314224,3.74625289912,5.520734919676617,Below Median,Leading,Below Median,Below Median
Semiconductors,Governance,TW0004952007,3.631998301,4.540073395,7.377765179,7.344575405,5.3429327109199996,5.520734919676617,Below Median,Above Median,Leading,Leading
Semiconductors,Governance,CNE1000030S9,4.861394882,1.516816139,7.086885929,5.148823738,4.63880245192,5.520734919676617,Leading,Below Median,Leading,Below Median
Semiconductors,Governance,TW0008081001,4.611389637,4.205142975,7.377765179,7.60482645,5.6567704582800005,5.520734919676617,Leading,Leading,Leading,Above Median
Semiconductors,Governance,TW0003443008,3.439260244,3.701273203,7.377765179,4.711979866,4.65101967808,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,TW0006488000,1.915437341,5.221255779,7.377765179,4.976269722,4.5095256282,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,KYG393871085,7.010377407,1.644173861,3.93565917,9.998361588,5.46263364804,5.520734919676617,Above Median,Below Median,Below Median,Above Median
Semiconductors,Governance,TW0003188009,3.809431076,4.926035404,7.377765179,8.420649529,5.67161125192,5.520734919676617,Below Median,Above Median,Leading,Above Median
Semiconductors,Governance,TW0002441003,3.290427685,3.939755917,7.377765179,4.668444633,4.64771017092,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,CNE000000YF5,6.291220188,1.808445692,7.086885929,6.648539543,5.4634851836,5.520734919676617,Above Median,Below Median,Leading,Leading
Semiconductors,Governance,US36241U1060,5.59297514,8.288076401,4.11836195,8.156728745,6.29609285384,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,JP3771800004,3.912547112,0.915747344,8.295225143,5.392564774,4.48196072104,5.520734919676617,Below Median,Below Median,Above Median,Below Median
Semiconductors,Governance,CNE100002Q09,4.50677681,3.008222103,7.086885929,6.628994465,5.105904693679999,5.520734919676617,Leading,Below Median,Leading,Leading
Semiconductors,Governance,CNE100004314,4.967879772,2.408685923,7.086885929,8.890613556,5.489872131359999,5.520734919676617,Leading,Below Median,Leading,Above Median
Semiconductors,Governance,CNE000001DN1,3.903152704,3.225749731,7.086885929,8.114209175,5.178440999839999,5.520734919676617,Below Median,Below Median,Leading,Above Median
Semiconductors,Governance,KR7042700005,4.955373764,1.86258626,6.819554329,4.450716496,4.57976293576,5.520734919676617,Leading,Below Median,Leading,Below Median
Semiconductors,Governance,TW0006168008,2.370967388,4.327161312,7.377765179,8.615644455,5.04123373032,5.520734919676617,Below Median,Leading,Leading,Above Median
Semiconductors,Governance,DE000HAG0005,7.299106121,3.917199135,5.314490795,6.899708271,5.94723711012,5.520734919676617,Above Median,Leading,Below Median,Leading
Semiconductors,Governance,TW0006202005,2.262022734,4.214550972,7.377765179,7.068948746,4.7275158598400004,5.520734919676617,Below Median,Leading,Leading,Leading
Semiconductors,Governance,CNE100002V10,7.064050674,2.462151051,7.086885929,7.699706554,6.066780166479999,5.520734919676617,Above Median,Below Median,Leading,Above Median
Semiconductors,Governance,HK0000218211,5.680839539,4.034340858,6.998867035,6.920675278,5.80038017284,5.520734919676617,Above Median,Leading,Leading,Leading
Semiconductors,Governance,TW0002486008,1.745818615,4.474014282,7.377765179,5.2239604,4.30875543604,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,TW0008040007,3.780406237,4.597373486,7.377765179,4.886873245,5.01687924412,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,US4532041096,6.046117306,5.666458607,2.293688774,8.03142643,5.3720658303999995,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,MYQ0166OO007,3.442311525,3.789331198,4.137077808,5.588563442,4.03574046116,5.520734919676617,Below Median,Leading,Below Median,Below Median
Semiconductors,Governance,CH0011029946,4.841902733,6.120608807,6.545000076,9.869292259,6.36191787724,5.520734919676617,Leading,Above Median,Leading,Above Median
Semiconductors,Governance,DE0006231004,7.929333687,8.631077766,5.335898876,7.973953724,7.48246711724,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,CNE100001377,3.754457951,1.867447853,7.086885929,6.545968056,4.547999859,5.520734919676617,Below Median,Below Median,Leading,Leading
Semiconductors,Governance,US4581401001,8.141231537,8.673480034,8.304321289,8.373027802,8.345200119160001,5.520734919676617,Above Median,Above Median,Above Median,Above Median
Semiconductors,Governance,US45817G2012,7.887071609,8.287778854,6.773643494,7.60335207,7.670623473959999,5.520734919676617,Above Median,Above Median,Leading,Above Median
Semiconductors,Governance,JP3152720003,6.517624378,4.526747227,6.135256767,9.097174644,6.36077367768,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,US4611471008,6.763276577,7.937653542,6.023247719,7.590836525,6.9999297143599994,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,US44980X1090,7.035985947,8.261407852,7.311093807,7.385967731,7.452110176039999,5.520734919676617,Above Median,Above Median,Leading,Leading
Semiconductors,Governance,GB0009619924,7.770814896,8.462148666,6.891149521,9.794610023,8.04942253112,5.520734919676617,Above Median,Above Median,Leading,Above Median
Semiconductors,Governance,TW0003014007,3.445426941,5.872982502,7.377765179,4.711979866,5.17444992076,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,JP3735300000,5.131430149,1.389721274,7.656382561,8.540257454,5.3848209666799995,5.520734919676617,Leading,Below Median,Above Median,Above Median
Semiconductors,Governance,JP3389680004,3.641138554,1.058785677,6.958048344,6.24023819,4.23328815488,5.520734919676617,Below Median,Below Median,Leading,Below Median
Semiconductors,Governance,CNE000001F05,5.439426899,2.300801039,7.086885929,7.842972279,5.4661141205999995,5.520734919676617,Leading,Below Median,Leading,Above Median
Semiconductors,Governance,CNE000000N97,6.056663513,4.081504822,7.086885929,6.711019516,5.93457576748,5.520734919676617,Above Median,Leading,Leading,Leading
Semiconductors,Governance,TW0005285001,3.870100498,4.238115311,7.377765179,6.076016903,5.15321020136,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,CNE0000017L3,4.188957214,3.561977148,7.086885929,7.516361713,5.2663696096,5.520734919676617,Below Median,Leading,Leading,Above Median
Semiconductors,Governance,TW0006552003,1.557900667,5.350325584,7.377765179,6.072738171,4.587224130599999,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,TW0002375003,4.443088055,3.506323099,7.377765179,6.299387932,5.21959495564,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,JP3281610000,4.764895916,1.479499936,8.630631447,8.381439209,5.48282433512,5.520734919676617,Leading,Below Median,Above Median,Above Median
Semiconductors,Governance,TW0002449006,2.729517937,4.294520378,7.377765179,5.090251446,4.59841522236,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,US4824801009,6.01815176,7.950666428,5.549138546,7.539007187,6.61272897728,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,US5012421013,7.259188175,7.201082706,2.236988783,9.86190033,6.45634895316,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,US5128071082,7.14204073,8.203969002,7.227688789,8.262495995,7.59673189184,5.520734919676617,Above Median,Above Median,Leading,Above Median
Semiconductors,Governance,JP3979200007,4.111082554,5.196584225,8.613087654,7.91899395,6.061350002399999,5.520734919676617,Below Median,Above Median,Above Median,Above Median
Semiconductors,Governance,TW0003346003,3.971387148,3.691801071,7.377765179,5.863621235,5.02457467088,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,US5184151042,8.229972839,7.870435715,6.981795311,9.090489388,7.98180397036,5.520734919676617,Above Median,Above Median,Leading,Above Median
Semiconductors,Governance,TW0003588000,4.013268471,3.414375782,7.377765179,6.337872505,5.048950080999999,5.520734919676617,Below Median,Below Median,Leading,Below Median
Semiconductors,Governance,KR7058470006,3.917450666,2.222629786,6.031414032,4.711979866,4.14516953464,5.520734919676617,Below Median,Below Median,Below Median,Below Median
Semiconductors,Governance,TW0002472008,1.770692587,3.7831707,7.377765179,5.060761929,4.12579585092,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,TW0002369006,3.642522097,2.677876472,7.377765179,4.711979866,4.47857872972,5.520734919676617,Below Median,Below Median,Leading,Below Median
Semiconductors,Governance,TW0004979000,4.29851675,5.570417881,7.377765179,5.670464039,5.56230421064,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,US55405Y1001,6.067031384,8.94879055,2.799093962,9.516703606,6.526296158079999,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,TW0002337003,3.192447186,3.410241842,7.377765179,7.403008461,4.922884025759999,5.520734919676617,Below Median,Below Median,Leading,Leading
Semiconductors,Governance,US55933J2033,7.17929697,5.276633263,5.429447174,8.002663612,6.434432392000001,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,MYL3867OO008,4.688182354,0.0,6.008704185,7.42789793,4.31829832064,5.520734919676617,Leading,Below Median,Below Median,Leading
Semiconductors,Governance,US5738741041,7.332582951,7.764184475,8.617541313,8.986498833,8.00918386476,5.520734919676617,Above Median,Above Median,Above Median,Above Median
Semiconductors,Governance,US57776J1007,6.199958324,7.012776852,2.998954773,8.036414146,5.92062685,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,CNE100003QK4,4.365886211,1.834329128,7.086885929,6.511370182,4.754629878759999,5.520734919676617,Below Median,Below Median,Leading,Leading
Semiconductors,Governance,TW0003527008,3.8584342,2.387139082,7.377765179,5.299312115,4.58050327304,5.520734919676617,Below Median,Below Median,Leading,Below Median
Semiconductors,Governance,TW0002454006,2.533200741,5.959681988,7.377765179,7.344575405,5.288071651639999,5.520734919676617,Below Median,Above Median,Leading,Leading
Semiconductors,Governance,JP3920860008,4.928579807,0.487461329,8.311263084,7.604475021,5.1026985929999995,5.520734919676617,Leading,Below Median,Above Median,Above Median
Semiconductors,Governance,BE0165385973,6.900494576,4.871797562,3.456292868,9.425147057,5.99094327968,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,US5950171042,4.474205017,6.953838348,7.711088657,8.030935287,6.4152459332400005,5.520734919676617,Below Median,Above Median,Above Median,Above Median
Semiconductors,Governance,US5951121038,6.89286232,8.54301548,8.925329208,7.66515398,7.900257797119999,5.520734919676617,Above Median,Above Median,Above Median,Above Median
Semiconductors,Governance,JP3750400008,3.943488598,4.277614117,5.346305847,6.376670361,4.7496639444,5.520734919676617,Below Median,Leading,Below Median,Below Median
Semiconductors,Governance,JP3910570005,3.891479015,1.058785677,6.717086792,8.540257454,4.6335830306,5.520734919676617,Below Median,Below Median,Leading,Above Median
Semiconductors,Governance,TW0002464005,3.36763978,2.144268513,7.377765179,8.875258446,4.91767975824,5.520734919676617,Below Median,Below Median,Leading,Above Median
Semiconductors,Governance,US55306N1046,7.435292721,8.161396027,5.12552309,8.640318871,7.248016987,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,CNE100001X19,5.359401226,2.039624214,7.086885929,6.343062878,5.13463693616,5.520734919676617,Leading,Below Median,Leading,Below Median
Semiconductors,Governance,US6098391054,4.647277832,8.57815361,2.630221128,9.765215874,5.925464496479999,5.520734919676617,Leading,Above Median,Below Median,Above Median
Semiconductors,Governance,CNE100003MN7,5.037945271,2.353819847,7.086885929,6.332988262,5.09270780572,5.520734919676617,Leading,Below Median,Leading,Below Median
Semiconductors,Governance,TW0002434008,5.721497536,5.054931641,7.377765179,9.247656822,6.52321144128,5.520734919676617,Above Median,Above Median,Leading,Above Median
Semiconductors,Governance,DE0006627201,5.423312187,0.0,2.825868607,1.779090762,2.9152553749199996,5.520734919676617,Leading,Below Median,Below Median,Below Median
Semiconductors,Governance,SE0000375115,4.116374969,5.043516159,7.776041508,7.986010551,5.83635051708,5.520734919676617,Below Median,Above Median,Above Median,Above Median
Semiconductors,Governance,US63010N1054,5.904531002,4.215326786,3.817639112,4.950931072,4.845691947760001,5.520734919676617,Above Median,Leading,Below Median,Below Median
Semiconductors,Governance,TW0002408002,1.926422954,4.548780441,7.377765179,4.91008091,4.34149615784,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,CNE1000040F5,3.454553127,0.860442162,7.086885929,7.710172653,4.38462549204,5.520734919676617,Below Median,Below Median,Leading,Above Median
Semiconductors,Governance,CNE100000ML7,6.593750954,2.106507301,7.086885929,6.872891903,5.67982742312,5.520734919676617,Above Median,Below Median,Leading,Leading
Semiconductors,Governance,US64118P1093,2.746396303,4.434185982,5.452825546,3.259651899,3.8831297396399993,5.520734919676617,Below Median,Leading,Below Median,Below Median
Semiconductors,Governance,TW0003317004,5.145999432,4.551656246,7.377765179,4.429844379,5.424396038159999,5.520734919676617,Leading,Above Median,Leading,Below Median
